correctness,grammaticality,understandability,prediction,Bleu_4,METEOR,ROUGE_L,BERTScore,MoverScore,reference_raw,answer_raw,paragraph_raw,sentence_raw,reference_norm,model
3.0,3.0,3.0,What did the chief engineer of the Sichuan Geology and Mineral Bureau say?,5.944549994012258e-13,0.08664259927797834,0.30398671096345514,0.8488243818283081,0.5347277545225801,What was concluded about the construction?,"that the sudden shift of a huge quantity of water into the region could have relaxed the tension between the two sides of the fault, allowing them to move apart, and could have increased the direct pressure on it, causing a violent rupture","An article in Science suggested that the construction and filling of the Zipingpu Dam may have triggered the earthquake. The chief engineer of the Sichuan Geology and Mineral Bureau said that the sudden shift of a huge quantity of water into the region could have relaxed the tension between the two sides of the fault, allowing them to move apart, and could have increased the direct pressure on it, causing a violent rupture. The effect was ""25 times more"" than a year's worth of natural stress from tectonic movement. The government had disregarded warnings about so many large-scale dam projects in a seismically active area. Researchers have been denied access to seismological and geological data to examine the cause of the quake further.","The chief engineer of the Sichuan Geology and Mineral Bureau said that the sudden shift of a huge quantity of water into the region could have relaxed the tension between the two sides of the fault, allowing them to move apart, and could have increased the direct pressure on it, causing a violent rupture.",what was concluded about the construction ?,T5 Large
1.0,3.0,3.0,What is the aim of the Genocide Convention?,0.07644004891412937,0.16483721988449834,0.3957826439578265,0.915830135345459,0.5663792495689319,"In the judgement, it is stated that the aim of the Genocide Convention, at its most simplest, is preventing the destruction of which victims?",entire human groups,"The phrase ""in whole or in part"" has been subject to much discussion by scholars of international humanitarian law. The International Criminal Tribunal for the Former Yugoslavia found in Prosecutor v. Radislav Krstic – Trial Chamber I – Judgment – IT-98-33 (2001) ICTY8 (2 August 2001) that Genocide had been committed. In Prosecutor v. Radislav Krstic – Appeals Chamber – Judgment – IT-98-33 (2004) ICTY 7 (19 April 2004) paragraphs 8, 9, 10, and 11 addressed the issue of in part and found that ""the part must be a substantial part of that group. The aim of the Genocide Convention is to prevent the intentional destruction of entire human groups, and the part targeted must be significant enough to have an impact on the group as a whole."" The Appeals Chamber goes into details of other cases and the opinions of respected commentators on the Genocide Convention to explain how they came to this conclusion.","The aim of the Genocide Convention is to prevent the intentional destruction of entire human groups, and the part targeted must be significant enough to have an impact on the group as a whole.""","in the judgement , it is stated that the aim of the genocide convention , at its most simplest , is preventing the destruction of which victims ?",T5 Large
3.0,3.0,2.8,What type of females are affected by pyometra?,4.264366796762506e-05,0.2528839387177018,0.4444444444444444,0.8990281820297241,0.6381582082621663,Pyometra usually affects what type of female dog?,unspayed,"Some breeds of dogs are prone to certain genetic ailments such as elbow and hip dysplasia, blindness, deafness, pulmonic stenosis, cleft palate, and trick knees. Two serious medical conditions particularly affecting dogs are pyometra, affecting unspayed females of all types and ages, and bloat, which affects the larger breeds or deep-chested dogs. Both of these are acute conditions, and can kill rapidly. Dogs are also susceptible to parasites such as fleas, ticks, and mites, as well as hookworms, tapeworms, roundworms, and heartworms.","Two serious medical conditions particularly affecting dogs are pyometra, affecting unspayed females of all types and ages, and bloat, which affects the larger breeds or deep-chested dogs.",pyometra usually affects what type of female dog ?,T5 Large
2.6,3.0,3.0,What was the name of the benefit concert for Hurricane Katrina?,5.02174728530061e-13,0.04604316546762591,0.26754385964912275,0.8663085699081421,0.5236456598663228,During what show did Kanye take an opportunity to criticize the efforts of a U.S. President?,A Concert for Hurricane Relief,"West has been an outspoken and controversial celebrity throughout his career, receiving both criticism and praise from many, including the mainstream media, other artists and entertainers, and two U.S. presidents. On September 2, 2005, during a benefit concert for Hurricane Katrina relief on NBC, A Concert for Hurricane Relief, West (a featured speaker) accused President George W. Bush of not ""car[ing] about black people"". When West was presenting alongside actor Mike Myers, he deviated from the prepared script to criticize the media's portrayal of hurricane victims, saying:","On September 2, 2005, during a benefit concert for Hurricane Katrina relief on NBC, A Concert for Hurricane Relief, West (a featured speaker) accused President George W. Bush of not ""car[ing] about black people"".",during what show did kanye take an opportunity to criticize the efforts of a u.s. president ?,T5 Large
2.4,3.0,2.6,What did the boom in innovative financial products do to the number of actors connected to a single mortgage?,0.20313747121159698,0.34343758113986267,0.5865384615384615,0.9189929962158203,0.655342849723198,What effect did the introduction of innovative financial products have on a single mortgage?,multiplied the number of actors connected,"This boom in innovative financial products went hand in hand with more complexity. It multiplied the number of actors connected to a single mortgage (including mortgage brokers, specialized originators, the securitizers and their due diligence firms, managing agents and trading desks, and finally investors, insurances and providers of repo funding). With increasing distance from the underlying asset these actors relied more and more on indirect information (including FICO scores on creditworthiness, appraisals and due diligence checks by third party organizations, and most importantly the computer models of rating agencies and risk management desks). Instead of spreading risk this provided the ground for fraudulent acts, misjudgments and finally market collapse. In 2005 a group of computer scientists built a computational model for the mechanism of biased ratings produced by rating agencies, which turned out to be adequate to what actually happened in 2006–2008.[citation needed]","It multiplied the number of actors connected to a single mortgage (including mortgage brokers, specialized originators, the securitizers and their due diligence firms, managing agents and trading desks, and finally investors, insurances and providers of repo funding).",what effect did the introduction of innovative financial products have on a single mortgage ?,T5 Large
3.0,3.0,3.0,What have Passos Coelho's policies led to?,5.396530160066635e-09,0.2635703709884042,0.41709401709401706,0.8788443803787231,0.6104216375984339,What did the instituting of these policies lead to?,social unrest and to confrontations between several institutions,"Passos Coelho also announced that the retirement age will be increased from 65 to 66, announced cuts in the pensions, unemployment benefits, health, education and science expenses, abolished the English obligatory classes in Basic Education, but kept the pensions of the judges, diplomats untouched and didn't raise the retirement age of the military and police forces. He has, however, cut meaningfully the politicians salaries. These policies have led to social unrest and to confrontations between several institutions, namely between the Government and the Constitutional Court. Several individualities belonging to the parties that support the government have also raised their voices against the policies that have been taken in order to try to solve the financial crisis.","These policies have led to social unrest and to confrontations between several institutions, namely between the Government and the Constitutional Court.",what did the instituting of these policies lead to ?,T5 Large
3.0,3.0,3.0,What is the most common response of feral dogs when approached by strangers?,3.0812108951007795e-09,0.16250776185067803,0.2757685352622061,0.8987278342247009,0.604445358952599,"When these feral dogs are approached by a person, they tend to do this 11% of the time?",respond with aggression,"Although it is said that the ""dog is man's best friend"" regarding 17–24% of dogs in the developed countries, in the developing world they are feral, village or community dogs, with pet dogs uncommon. These live their lives as scavengers and have never been owned by humans, with one study showing their most common response when approached by strangers was to run away (52%) or respond with aggression (11%). We know little about these dogs, nor about the dogs that live in developed countries that are feral, stray or are in shelters, yet the great majority of modern research on dog cognition has focused on pet dogs living in human homes.","These live their lives as scavengers and have never been owned by humans, with one study showing their most common response when approached by strangers was to run away (52%) or respond with aggression (11%).","when these feral dogs are approached by a person , they tend to do this 11 % of the time ?",T5 Large
3.0,3.0,2.8,How many stories tall is the Theodore M. Hesburgh Library?,0.4483386699578922,0.3258478614502493,0.6666666666666666,0.9177993535995483,0.6751816857813331,How many stories tall is the main library at Notre Dame?,14,"The library system of the university is divided between the main library and each of the colleges and schools. The main building is the 14-story Theodore M. Hesburgh Library, completed in 1963, which is the third building to house the main collection of books. The front of the library is adorned with the Word of Life mural designed by artist Millard Sheets. This mural is popularly known as ""Touchdown Jesus"" because of its proximity to Notre Dame Stadium and Jesus' arms appearing to make the signal for a touchdown.","The main building is the 14-story Theodore M. Hesburgh Library, completed in 1963, which is the third building to house the main collection of books.",how many stories tall is the main library at notre dame ?,T5 Large
2.4,3.0,3.0,Simon Cowell left American Idol to launch what show?,7.2697209601484576e-09,0.3490316927771418,0.47213622291021673,0.869828999042511,0.6807813398768109,What show did Simon Cowell join after leaving American Idol?,The X Factor,"Season ten of the series premiered on January 19, 2011. Many changes were introduced this season, from the format to the personnel of the show. Jennifer Lopez and Steven Tyler joined Randy Jackson as judges following the departures of Simon Cowell (who left to launch the U.S. version of The X Factor), Kara DioGuardi (whose contract was not renewed) and Ellen DeGeneres, while Nigel Lythgoe returned as executive producer. Jimmy Iovine, chairman of the Interscope Geffen A&M label group, the new partner of American Idol, acted as the in-house mentor in place of weekly guest mentors, although in later episodes special guest mentors such as Beyoncé, will.i.am and Lady Gaga were brought in.","Jennifer Lopez and Steven Tyler joined Randy Jackson as judges following the departures of Simon Cowell (who left to launch the U.S. version of The X Factor), Kara DioGuardi (whose contract was not renewed) and Ellen DeGeneres, while Nigel Lythgoe returned as executive producer.",what show did simon cowell join after leaving american idol ?,T5 Large
2.0,3.0,3.0,Who was the celebrity mentor in season ten of The Voice?,5.859059369587253e-09,0.3053162198721447,0.5258620689655172,0.913895845413208,0.6893599969243729,Who was a mentor for the contestants in Season 10?,Jimmy Iovine,"The finals are broadcast in prime time from CBS Television City in Los Angeles, in front of a live studio audience. The finals lasted eight weeks in season one, eleven weeks in subsequent seasons until seasons ten and eleven which lasted twelve weeks except for season twelve, which lasted ten weeks, and season thirteen, which lasted for thirteen weeks. Each finalist performs songs based on a weekly theme which may be a musical genre such as Motown, disco, or big band, songs by artists such as Michael Jackson, Elvis Presley or The Beatles, or more general themes such as Billboard Number 1 hits or songs from the contestant's year of birth. Contestants usually work with a celebrity mentor related to the theme. In season ten, Jimmy Iovine was brought in as a mentor for the season. Initially the contestants sing one song each week, but this is increased to two songs from top four or five onwards, then three songs for the top two or three.","In season ten, Jimmy Iovine was brought in as a mentor for the season.",who was a mentor for the contestants in season 10 ?,T5 Large
3.0,3.0,3.0,What book did Whitehead write in 1898?,9.674177618551726e-13,0.22068965517241385,0.3267857142857143,0.8892907500267029,0.6050239952788304,What was Whitehead's first published book on mathematics?,A Treatise on Universal Algebra,"In addition to numerous articles on mathematics, Whitehead wrote three major books on the subject: A Treatise on Universal Algebra (1898), Principia Mathematica (co-written with Bertrand Russell and published in three volumes between 1910 and 1913), and An Introduction to Mathematics (1911). The former two books were aimed exclusively at professional mathematicians, while the latter book was intended for a larger audience, covering the history of mathematics and its philosophical foundations. Principia Mathematica in particular is regarded as one of the most important works in mathematical logic of the 20th century.","A Treatise on Universal Algebra (1898), Principia Mathematica (co-written with Bertrand Russell and published in three volumes between 1910 and 1913), and An Introduction to Mathematics (1911).",what was whitehead 's first published book on mathematics ?,T5 Large
3.0,2.8,3.0,What was phenomenology a reaction against?,8.307018471648734e-09,0.2992702007499942,0.5714285714285714,0.930969774723053,0.6727114571654718,What was architectural phenomenology reacting to?,modernism,"Beginning in the late 1950s and 1960s, architectural phenomenology emerged as an important movement in the early reaction against modernism, with architects like Charles Moore in the USA, Christian Norberg-Schulz in Norway, and Ernesto Nathan Rogers and Vittorio Gregotti in Italy, who collectively popularized an interest in a new contemporary architecture aimed at expanding human experience using historical buildings as models and precedents. Postmodernism produced a style that combined contemporary building technology and cheap materials, with the aesthetics of older pre-modern and non-modern styles, from high classical architecture to popular or vernacular regional building styles. Robert Venturi famously defined postmodern architecture as a ""decorated shed"" (an ordinary building which is functionally designed inside and embellished on the outside), and upheld it against modernist and brutalist ""ducks"" (buildings with unnecessarily expressive tectonic forms).","Postmodernism produced a style that combined contemporary building technology and cheap materials, with the aesthetics of older pre-modern and non-modern styles, from high classical architecture to popular or vernacular regional building styles.",what was architectural phenomenology reacting to ?,T5 Large
3.0,2.8,2.4,A large structure can no longer be the design of what?,4.817712540506573e-05,0.43797791360213234,0.48878205128205127,0.9100797176361084,0.6455491067638256,Who can no longer design a large structure?,one person,"Since the 1980s, as the complexity of buildings began to increase (in terms of structural systems, services, energy and technologies), the field of architecture became multi-disciplinary with specializations for each project type, technological expertise or project delivery methods. In addition, there has been an increased separation of the 'design' architect [Notes 1] from the 'project' architect who ensures that the project meets the required standards and deals with matters of liability.[Notes 2] The preparatory processes for the design of any large building have become increasingly complicated, and require preliminary studies of such matters as durability, sustainability, quality, money, and compliance with local laws. A large structure can no longer be the design of one person but must be the work of many. Modernism and Postmodernism have been criticised by some members of the architectural profession who feel that successful architecture is not a personal, philosophical, or aesthetic pursuit by individualists; rather it has to consider everyday needs of people and use technology to create liveable environments, with the design process being informed by studies of behavioral, environmental, and social sciences.",A large structure can no longer be the design of one person but must be the work of many.,who can no longer design a large structure ?,T5 Large
3.0,3.0,3.0,On what island was Fort Amsterdam built?,0.9999999997163694,1.0,1.0,0.9715735912322998,0.9998332998698909,On what island was Fort Amsterdam built?,Manhattan Island,"A permanent European presence in New Netherland began in 1624 – making New York the 12th oldest continuously occupied European-established settlement in the continental United States – with the founding of a Dutch fur trading settlement on Governors Island. In 1625, construction was started on a citadel and a Fort Amsterdam on Manhattan Island, later called New Amsterdam (Nieuw Amsterdam). The colony of New Amsterdam was centered at the site which would eventually become Lower Manhattan. The Dutch colonial Director-General Peter Minuit purchased the island of Manhattan from the Canarsie, a small band of the Lenape, in 1626 for a value of 60 guilders (about $1000 in 2006); a disproved legend says that Manhattan was purchased for $24 worth of glass beads.","In 1625, construction was started on a citadel and a Fort Amsterdam on Manhattan Island, later called New Amsterdam (Nieuw Amsterdam).",on what island was fort amsterdam built ?,T5 Large
3.0,2.8,3.0,Who was a prominent blogger?,7.38401584686384e-13,0.09501187648456058,0.2234432234432234,0.8780699968338013,0.5473061506677793,Which blogger calling for demonstrations was arrested for tax evasion?,Điếu Cày,"Prior to the rally, seven anti-China protestors were arrested in Hanoi after unfurling a banner and shouting ""Boycott the Beijing Olympics"" through a loudhailer at a market. A Vietnamese American was deported for planning protests against the torch, while a prominent blogger, Điếu Cày (real name Nguyễn Văn Hải), who blogged about protests around the world and who called for demonstrations in Vietnam, was arrested on charges of tax evasion. Outside Vietnam, there were protests by overseas Vietnamese in Paris, San Francisco and Canberra. Lê Minh Phiếu, a torchbearer who is a Vietnamese law student studying in France, wrote a letter to the president of the International Olympic Committee protesting China's ""politicisation of the Olympics"", citing maps of the torch relay at the official Beijing Olympic website depicting the disputed islands as Chinese territory and posted it on his blog. One day before the relay was to start, the official website appeared to have been updated to remove the disputed islands and dotted lines marking China's maritime claims in the South China Sea.","A Vietnamese American was deported for planning protests against the torch, while a prominent blogger, Điếu Cày (real name Nguyễn Văn Hải), who blogged about protests around the world and who called for demonstrations in Vietnam, was arrested on charges of tax evasion.",which blogger calling for demonstrations was arrested for tax evasion ?,T5 Large
2.6,3.0,3.0,When did the Plymouth Gin Distillery begin producing gin?,5.3077121704368895e-09,0.2367494843538888,0.48605577689243035,0.8989120721817017,0.6320232619666379,When was Plymouth Gin first distilled?,1793,"Because of its coastal location, the economy of Plymouth has traditionally been maritime, in particular the defence sector with over 12,000 people employed and approximately 7,500 in the armed forces. The Plymouth Gin Distillery has been producing Plymouth Gin since 1793, which was exported around the world by the Royal Navy. During the 1930s, it was the most widely distributed gin and has a controlled term of origin. Since the 1980s, employment in the defence sector has decreased substantially and the public sector is now prominent particularly in administration, health, education, medicine and engineering.","The Plymouth Gin Distillery has been producing Plymouth Gin since 1793, which was exported around the world by the Royal Navy.",when was plymouth gin first distilled ?,T5 Large
2.6,3.0,3.0,In what season were Lionel Richie and Robin Gibb used as guest judges?,3.0576902882039146e-05,0.3323515157672847,0.5220048899755501,0.8853405714035034,0.6596283044235226,In what season was Lionel Richie a guest judge on American Idol?,season two,"Guest judges may occasionally be introduced. In season two, guest judges such as Lionel Richie and Robin Gibb were used, and in season three Donna Summer, Quentin Tarantino and some of the mentors also joined as judges to critique the performances in the final rounds. Guest judges were used in the audition rounds for seasons four, six, nine, and fourteen such as Gene Simmons and LL Cool J in season four, Jewel and Olivia Newton-John in season six, Shania Twain in season eight, Neil Patrick Harris, Avril Lavigne and Katy Perry in season nine, and season eight runner-up, Adam Lambert, in season fourteen.","In season two, guest judges such as Lionel Richie and Robin Gibb were used, and in season three Donna Summer, Quentin Tarantino and some of the mentors also joined as judges to critique the performances in the final rounds.",in what season was lionel richie a guest judge on american idol ?,T5 Large
3.0,3.0,2.8,What does registration with the SCRA require?,0.4111336168353014,0.4936714885179634,0.8798076923076923,0.9158985018730164,0.6807037645657787,What does the SCRA require?,"a charter, a list of 10 or more members, and evidence of local government approval prayer site location","By law, religious communities must register by the State Committee on Religious Affairs (SCRA) and with local authorities. Registration with the SCRA requires a charter, a list of 10 or more members, and evidence of local government approval prayer site location. Religious groups who do not have a physical structure are not allowed to gather publicly for prayer. Failure to register can result in large fines and closure of place of worship. There are reports that registration on the local level is sometimes difficult to obtain. People under the age of 18 are also barred from public religious practice.","Registration with the SCRA requires a charter, a list of 10 or more members, and evidence of local government approval prayer site location.",what does the scra require ?,T5 Large
3.0,3.0,3.0,Where has the interest in Whitehead's work extended to?,0.22869470659530733,0.2705529073372617,0.48139797068771134,0.9255564212799072,0.6022721912549603,In what areas of the world has interest in Whitehead's work spread in recent decades?,Europe and China,"Isabelle Stengers wrote that ""Whiteheadians are recruited among both philosophers and theologians, and the palette has been enriched by practitioners from the most diverse horizons, from ecology to feminism, practices that unite political struggle and spirituality with the sciences of education."" Indeed, in recent decades attention to Whitehead's work has become more widespread, with interest extending to intellectuals in Europe and China, and coming from such diverse fields as ecology, physics, biology, education, economics, and psychology. One of the first theologians to attempt to interact with Whitehead's thought was the future Archbishop of Canterbury, William Temple. In Temple's Gifford Lectures of 1932-1934 (subsequently published as ""Nature, Man and God""), Whitehead is one of a number of philosophers of the emergent evolution approach Temple interacts with. However, it was not until the 1970s and 1980s that Whitehead's thought drew much attention outside of a small group of philosophers and theologians, primarily Americans, and even today he is not considered especially influential outside of relatively specialized circles.","Indeed, in recent decades attention to Whitehead's work has become more widespread, with interest extending to intellectuals in Europe and China, and coming from such diverse fields as ecology, physics, biology, education, economics, and psychology.",in what areas of the world has interest in whitehead 's work spread in recent decades ?,T5 Large
2.8,2.8,3.0,At least what century BCE can the Buddhist sites in the lower Ka Valley be traced back to?,0.3132768114317304,0.39461731996305127,0.5263157894736842,0.9180396795272827,0.6935091644089393,The ancient buddhist site in the lower Krsna Valley can be traced to at least what century BCE?,third,"Anthony Barber and Sree Padma note that ""historians of Buddhist thought have been aware for quite some time that such pivotally important Mahayana Buddhist thinkers as Nāgārjuna, Dignaga, Candrakīrti, Āryadeva, and Bhavaviveka, among many others, formulated their theories while living in Buddhist communities in Āndhra."" They note that the ancient Buddhist sites in the lower Kṛṣṇa Valley, including Amaravati, Nāgārjunakoṇḍā and Jaggayyapeṭa ""can be traced to at least the third century BCE, if not earlier."" Akira Hirakawa notes the ""evidence suggests that many Early Mahayana scriptures originated in South India.""","They note that the ancient Buddhist sites in the lower Kṛṣṇa Valley, including Amaravati, Nāgārjunakoṇḍā and Jaggayyapeṭa ""can be traced to at least the third century BCE, if not earlier.""",the ancient buddhist site in the lower krsna valley can be traced to at least what century bce ?,T5 Large
3.0,3.0,3.0,How much did undergraduate enrollment increase during Cavanaugh's presidency at Notre Dame?,1.5476798785440545e-05,0.2207317096907262,0.30148270181219106,0.9129446148872375,0.6225604703384074,Around the time that Rev. Cavanaugh became president of Notre Dame by how much did the undergrad student body of Notre Dame increase?,more than half,"The Rev. John J. Cavanaugh, C.S.C. served as president from 1946 to 1952. Cavanaugh's legacy at Notre Dame in the post-war years was devoted to raising academic standards and reshaping the university administration to suit it to an enlarged educational mission and an expanded student body and stressing advanced studies and research at a time when Notre Dame quadrupled in student census, undergraduate enrollment increased by more than half, and graduate student enrollment grew fivefold. Cavanaugh also established the Lobund Institute for Animal Studies and Notre Dame's Medieval Institute. Cavanaugh also presided over the construction of the Nieuwland Science Hall, Fisher Hall, and the Morris Inn, as well as the Hall of Liberal Arts (now O'Shaughnessy Hall), made possible by a donation from I.A. O'Shaughnessy, at the time the largest ever made to an American Catholic university. Cavanaugh also established a system of advisory councils at the university, which continue today and are vital to the university's governance and development","Cavanaugh's legacy at Notre Dame in the post-war years was devoted to raising academic standards and reshaping the university administration to suit it to an enlarged educational mission and an expanded student body and stressing advanced studies and research at a time when Notre Dame quadrupled in student census, undergraduate enrollment increased by more than half, and graduate student enrollment grew fivefold.",around the time that rev. cavanaugh became president of notre dame by how much did the undergrad student body of notre dame increase ?,T5 Large
2.2,2.6,2.4,How does life embodies the doctrine of impermanence?,4.1148341715328844e-05,0.28329666940368564,0.41838134430727025,0.936794102191925,0.6368894507174111,"According to the Buddhist doctrine of impermanence, how does life express impermanence?","in the aging process, the cycle of rebirth (saṃsāra), and in any experience of loss","Impermanence (Pāli: anicca) expresses the Buddhist notion that all compounded or conditioned phenomena (all things and experiences) are inconstant, unsteady, and impermanent. Everything we can experience through our senses is made up of parts, and its existence is dependent on external conditions. Everything is in constant flux, and so conditions and the thing itself are constantly changing. Things are constantly coming into being, and ceasing to be. Since nothing lasts, there is no inherent or fixed nature to any object or experience. According to the doctrine of impermanence, life embodies this flux in the aging process, the cycle of rebirth (saṃsāra), and in any experience of loss. The doctrine asserts that because things are impermanent, attachment to them is futile and leads to suffering (dukkha).","According to the doctrine of impermanence, life embodies this flux in the aging process, the cycle of rebirth (saṃsāra), and in any experience of loss.","according to the buddhist doctrine of impermanence , how does life express impermanence ?",T5 Large
2.2,2.6,2.4,"Do the Western categories of 'painting','sculpture', and 'literature' exist or exist in a significantly different form in most non-Western contexts?",1.7860092878317105e-09,0.15797659521831553,0.23902821316614423,0.8553966283798218,0.5773759297226302,What have several anthropologists noted about Western artistic endeavors and their place in non-Western contexts?,do not exist,"One of the central problems in the anthropology of art concerns the universality of 'art' as a cultural phenomenon. Several anthropologists have noted that the Western categories of 'painting', 'sculpture', or 'literature', conceived as independent artistic activities, do not exist, or exist in a significantly different form, in most non-Western contexts. To surmount this difficulty, anthropologists of art have focused on formal features in objects which, without exclusively being 'artistic', have certain evident 'aesthetic' qualities. Boas' Primitive Art, Claude Lévi-Strauss' The Way of the Masks (1982) or Geertz's 'Art as Cultural System' (1983) are some examples in this trend to transform the anthropology of 'art' into an anthropology of culturally specific 'aesthetics'.","Several anthropologists have noted that the Western categories of 'painting', 'sculpture', or 'literature', conceived as independent artistic activities, do not exist, or exist in a significantly different form, in most non-Western contexts.",what have several anthropologists noted about western artistic endeavors and their place in non-western contexts ?,T5 Large
3.0,2.8,2.8,"When did Pope Sixtus V fix the maximum size of the College at 70, including 50 cardinal priests?",0.15005212293401946,0.237976741797949,0.4371019108280255,0.9042061567306519,0.6204320593547685,In what year did Pope Sixtus V put a cap on the number of cardinals in the College of Cardinals?,1587,"While the number of cardinals was small from the times of the Roman Empire to the Renaissance, and frequently smaller than the number of recognized churches entitled to a cardinal priest, in the 16th century the College expanded markedly. In 1587, Pope Sixtus V sought to arrest this growth by fixing the maximum size of the College at 70, including 50 cardinal priests, about twice the historical number. This limit was respected until 1958, and the list of titular churches modified only on rare occasions, generally when a building fell into disrepair. When Pope John XXIII abolished the limit, he began to add new churches to the list, which Popes Paul VI and John Paul II continued to do. Today there are close to 150 titular churches, out of over 300 churches in Rome.","In 1587, Pope Sixtus V sought to arrest this growth by fixing the maximum size of the College at 70, including 50 cardinal priests, about twice the historical number.",in what year did pope sixtus v put a cap on the number of cardinals in the college of cardinals ?,T5 Large
3.0,3.0,3.0,What are the north and east sides of the island fringed by?,0.4635023863380396,0.3750246496393483,0.6923076923076923,0.9287832975387573,0.6500596708879749,The North and East sides of St. Barts are fringed by what?,visible coral reef,"Grande Saline Bay provides temporary anchorage for small vessels while Colombier Bay, to the northwest, has a 4 fathoms patch near mid entrance. In the bight of St. Jean Bay there is a narrow cut through the reef. The north and east sides of the island are fringed, to a short distance from the shore, by a visible coral reef. Reefs are mostly in shallow waters and are clearly visible. The coastal areas abound with beaches and many of these have offshore reefs, some of which are part of a marine reserve.","The north and east sides of the island are fringed, to a short distance from the shore, by a visible coral reef.",the north and east sides of st. barts are fringed by what ?,T5 Large
2.2,2.6,2.4,What is the importance of the Ming-Tibetan relationship with Tibet?,3.50843969530069e-05,0.2722169046155732,0.5258620689655172,0.8925585746765137,0.6193430937983243,What important trade did the Ming Dynasty have with Tibet?,horse trade,"Some scholars note that Tibetan leaders during the Ming frequently engaged in civil war and conducted their own foreign diplomacy with neighboring states such as Nepal. Some scholars underscore the commercial aspect of the Ming-Tibetan relationship, noting the Ming dynasty's shortage of horses for warfare and thus the importance of the horse trade with Tibet. Others argue that the significant religious nature of the relationship of the Ming court with Tibetan lamas is underrepresented in modern scholarship. In hopes of reviving the unique relationship of the earlier Mongol leader Kublai Khan (r. 1260–1294) and his spiritual superior Drogön Chögyal Phagpa (1235–1280) of the Sakya school of Tibetan Buddhism, the Yongle Emperor (r. 1402–1424) made a concerted effort to build a secular and religious alliance with Deshin Shekpa (1384–1415), the Karmapa of the Karma Kagyu school. However, the Yongle Emperor's attempts were unsuccessful.","Some scholars underscore the commercial aspect of the Ming-Tibetan relationship, noting the Ming dynasty's shortage of horses for warfare and thus the importance of the horse trade with Tibet.",what important trade did the ming dynasty have with tibet ?,T5 Small
3.0,3.0,3.0,What team did Knute Rockne inspire the Notre Dame team to beat?,2.2640664206031335e-05,0.19724775472562184,0.37615621788283665,0.8871591091156006,0.5834010058957916,"Against which opponent did Knute Rockne tell his team to ""win one for the Gipper?""",the Army team,"George Gipp was the school's legendary football player during 1916–20. He played semiprofessional baseball and smoked, drank, and gambled when not playing sports. He was also humble, generous to the needy, and a man of integrity. It was in 1928 that famed coach Knute Rockne used his final conversation with the dying Gipp to inspire the Notre Dame team to beat the Army team and ""win one for the Gipper."" The 1940 film, Knute Rockne, All American, starred Pat O'Brien as Knute Rockne and Ronald Reagan as Gipp. Today the team competes in Notre Dame Stadium, an 80,795-seat stadium on campus. The current head coach is Brian Kelly, hired from the University of Cincinnati on December 11, 2009. Kelly's record in midway through his sixth season at Notre Dame is 52–21. In 2012, Kelly's Fighting Irish squad went undefeated and played in the BCS National Championship Game. Kelly succeeded Charlie Weis, who was fired in November 2009 after five seasons. Although Weis led his team to two Bowl Championship Series bowl games, his overall record was 35–27, mediocre by Notre Dame standards, and the 2007 team had the most losses in school history. The football team generates enough revenue to operate independently while $22.1 million is retained from the team's profits for academic use. Forbes named the team as the most valuable in college football, worth a total of $101 million in 2007.","It was in 1928 that famed coach Knute Rockne used his final conversation with the dying Gipp to inspire the Notre Dame team to beat the Army team and ""win one for the Gipper.""",against which opponent did knute rockne tell his team to `` win one for the gipper ? '',T5 Small
3.0,2.6,3.0,How much of Tajikistan's citizens were killed during World War II?,2.891784932978699e-05,0.3061864229318827,0.5343065693430658,0.9170880317687988,0.6330967917756424,What percent of Tajiks were killed during the war?,"Between 60,000(4%) and 120,000(8%)","Tajiks began to be conscripted into the Soviet Army in 1939 and during World War II around 260,000 Tajik citizens fought against Germany, Finland and Japan. Between 60,000(4%) and 120,000(8%) of Tajikistan's 1,530,000 citizens were killed during World War II. Following the war and Stalin's reign attempts were made to further expand the agriculture and industry of Tajikistan. During 1957–58 Nikita Khrushchev's Virgin Lands Campaign focused attention on Tajikistan, where living conditions, education and industry lagged behind the other Soviet Republics. In the 1980s, Tajikistan had the lowest household saving rate in the USSR, the lowest percentage of households in the two top per capita income groups, and the lowest rate of university graduates per 1000 people. By the late 1980s Tajik nationalists were calling for increased rights. Real disturbances did not occur within the republic until 1990. The following year, the Soviet Union collapsed, and Tajikistan declared its independence.","Between 60,000(4%) and 120,000(8%) of Tajikistan's 1,530,000 citizens were killed during World War II.",what percent of tajiks were killed during the war ?,T5 Small
